"Gene"	"Element"	"Class"
"1504_tnpA_KU736877.1"	"transposase"	"tnpA"
"1543_tnpA_KU736877.1"	"transposase"	"tnpA"
"1827_tnpA_KF743817.1"	"transposase"	"tnpA"
"1852_IS91_CP003380.1"	"insertion_element_IS91"	"IS91"
"2062_IS91_CP002527.1"	"insertion_element_IS91"	"IS91"
"2118_IS91_LNYY01000019.1"	"insertion_element_IS91"	"IS91"
"2535_tnpA_LN831024.1"	"transposase"	"tnpA"
"430_tnpA_CPXZ01000006.1"	"transposase"	"tnpA"
"475_tnpA_CWJB01000066.1"	"transposase"	"tnpA"
"1953_tnpA_Y18010.1"	"transposase"	"tnpA"
"2180_tnpA_Y17746.1"	"transposase"	"tnpA"
"1129_IS91_CP001715.1"	"insertion_element_IS91"	"IS91"
"1134_tnpA_CP003170.1"	"transposase"	"tnpA"
"1207_tnpA_JMNH01000090.1"	"transposase"	"tnpA"
"1432_IS91_CP000316.1"	"insertion_element_IS91"	"IS91"
"2061_IS91_CP000514.1"	"insertion_element_IS91"	"IS91"
"2125_IS91_CP005966.1"	"insertion_element_IS91"	"IS91"
"2128_IS91_ABKY02000010.1"	"insertion_element_IS91"	"IS91"
"2241_tnpA_EU366287.1"	"transposase"	"tnpA"
"2505_IS91_CP000514.1"	"insertion_element_IS91"	"IS91"
"425_IS91_AQDR01000015.1"	"insertion_element_IS91"	"IS91"
"676_IS91_CP000749.1"	"insertion_element_IS91"	"IS91"
"956_tnpA7_HG916853.1"	"transposase"	"tnpA7"
"297_IS91_MSKE01000468.1"	"insertion_element_IS91"	"IS91"
"1020_IS91_LFAQ01000019.1"	"insertion_element_IS91"	"IS91"
"1100_IS91_CP000690.1"	"insertion_element_IS91"	"IS91"
"1460_IS91_CP000471.1"	"insertion_element_IS91"	"IS91"
"2024_tnpA1_BX248356.1"	"transposase"	"tnpA1"
"2161_IS91_LETO01000030.1"	"insertion_element_IS91"	"IS91"
"2297_IS91_CP000616.1"	"insertion_element_IS91"	"IS91"
"2400_IS91_JCLY01000004.1"	"insertion_element_IS91"	"IS91"
"2515_IS91_CP003027.1"	"insertion_element_IS91"	"IS91"
"305_IS91_CP001063.1"	"insertion_element_IS91"	"IS91"
"326_IS91_CP000034.1"	"insertion_element_IS91"	"IS91"
"355_IS91_CP001384.1"	"insertion_element_IS91"	"IS91"
"466_IS91_CP001918.1"	"insertion_element_IS91"	"IS91"
"632_IS91_CP002868.1"	"insertion_element_IS91"	"IS91"
"858_IS91_CP003150.1"	"insertion_element_IS91"	"IS91"
"1063_IS91_LGMW01000066.1"	"insertion_element_IS91"	"IS91"
"1444_IS91_CP001013.1"	"insertion_element_IS91"	"IS91"
"1569_tnpA_AEED01000028.1"	"transposase"	"tnpA"
"1688_IS91_CP000529.1"	"insertion_element_IS91"	"IS91"
"1946_IS91_HM138194.1"	"insertion_element_IS91"	"IS91"
"2126_IS91_FN822745.1"	"insertion_element_IS91"	"IS91"
"2316_IS91_CP001715.1"	"insertion_element_IS91"	"IS91"
"2771_tnpA_JQ364968.1"	"transposase"	"tnpA"
"854_IS91_LN997846.1"	"insertion_element_IS91"	"IS91"
"1801_tnpA_AJ422229.1"	"transposase"	"tnpA"
"1119_tnpA_CP007448.1"	"transposase"	"tnpA"
"1245_IS91_AQAW01000167.1"	"insertion_element_IS91"	"IS91"
"1388_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"1512_IS91_CP003235.1"	"insertion_element_IS91"	"IS91"
"1783_IS91_CP004849.1"	"insertion_element_IS91"	"IS91"
"1910_IS91_CP000680.1"	"insertion_element_IS91"	"IS91"
"1940_IS91_CP017242.1"	"insertion_element_IS91"	"IS91"
"2050_tnpA_CP000353.2"	"transposase"	"tnpA"
"2065_IS91_CP000616.1"	"insertion_element_IS91"	"IS91"
"2366_IS91_AQDR01000023.1"	"insertion_element_IS91"	"IS91"
"2409_IS91_AQBB01000020.1"	"insertion_element_IS91"	"IS91"
"2612_IS91_AQBC01000051.1"	"insertion_element_IS91"	"IS91"
"364_IS91_AQBB01000038.1"	"insertion_element_IS91"	"IS91"
"454_IS91_JNQN01000086.1"	"insertion_element_IS91"	"IS91"
"467_IS91_JOQM01000132.1"	"insertion_element_IS91"	"IS91"
"601_IS91_AQBD01000009.1"	"insertion_element_IS91"	"IS91"
"808_IS91_APYR01000089.1"	"insertion_element_IS91"	"IS91"
"1470_tnpA_CAGQ01000006.1"	"transposase"	"tnpA"
"1492_tnpA7_HE577054.1"	"transposase"	"tnpA7"
"1711_IS91_LNYQ01000002.1"	"insertion_element_IS91"	"IS91"
"1802_tnpA_JQDP01000150.1"	"transposase"	"tnpA"
"2000_tnpA_AB052615.1"	"transposase"	"tnpA"
"2111_IS91_CP002657.1"	"insertion_element_IS91"	"IS91"
"2114_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"2296_IS91_CP000471.1"	"insertion_element_IS91"	"IS91"
"2325_IS91_CP001392.1"	"insertion_element_IS91"	"IS91"
"2365_tnpA_CWJK01000021.1"	"transposase"	"tnpA"
"544_tnpA_AKTQ01000530.1"	"transposase"	"tnpA"
"889_IS91_ANZB01000001.1"	"insertion_element_IS91"	"IS91"
"890_IS91_CP004851.1"	"insertion_element_IS91"	"IS91"
"510_IS91_AQAW01000076.1"	"insertion_element_IS91"	"IS91"
"598_IS91_AQAW01000027.1"	"insertion_element_IS91"	"IS91"
"1025_IS91_CP000891.1"	"insertion_element_IS91"	"IS91"
"1508_IS91_CP000724.1"	"insertion_element_IS91"	"IS91"
"1949_IS91_MSJX01000203.1"	"insertion_element_IS91"	"IS91"
"2057_IS91_FN649418.1"	"insertion_element_IS91"	"IS91"
"2130_IS91_CP000302.1"	"insertion_element_IS91"	"IS91"
"2352_tnpA1-IS1068_AY849557.2"	"transposase"	"tnpA1-IS1068"
"2467_IS91_CP000891.1"	"insertion_element_IS91"	"IS91"
"2546_tnpA_KJ507131.1"	"transposase"	"tnpA"
"736_IS91_CP000891.1"	"insertion_element_IS91"	"IS91"
"271_tnpA_AB976569.1"	"transposase"	"tnpA"
"1027_tnpA_JN106169.1"	"transposase"	"tnpA"
"1256_IS91_LGTC01000001.1"	"insertion_element_IS91"	"IS91"
"1745_IS91_APXP01000193.1"	"insertion_element_IS91"	"IS91"
"2140_IS91_CP001715.1"	"insertion_element_IS91"	"IS91"
"2506_IS91_CP003235.1"	"insertion_element_IS91"	"IS91"
"2660_IS91_AELA02000021.1"	"insertion_element_IS91"	"IS91"
"2676_IS91_CP002657.1"	"insertion_element_IS91"	"IS91"
"900_IS91_AERM01000224.1"	"insertion_element_IS91"	"IS91"
"907_IS91_CP003235.1"	"insertion_element_IS91"	"IS91"
"2016_IS91_AQFE01000015.1"	"insertion_element_IS91"	"IS91"
"1043_IS91_CP002160.1"	"insertion_element_IS91"	"IS91"
"1221_tnpA_FN822745.1"	"transposase"	"tnpA"
"1396_tnpA_LM676407.1"	"transposase"	"tnpA"
"1465_tnpA_CP008804.1"	"transposase"	"tnpA"
"1677_IS91_CP000681.1"	"insertion_element_IS91"	"IS91"
"1772_IS91_JPGY02000001.1"	"insertion_element_IS91"	"IS91"
"1889_IS91_ASXP01000006.1"	"insertion_element_IS91"	"IS91"
"2110_IS91_CP002160.1"	"insertion_element_IS91"	"IS91"
"2222_tnpA_CDAD01000043.1"	"transposase"	"tnpA"
"2253_tnpA_AF439538.1"	"transposase"	"tnpA"
"2279_qacEdelta_JN225877.1"	"qacEdelta"	"qacEdelta"
"2301_IS91_CYDC01000057.1"	"insertion_element_IS91"	"IS91"
"2305_IS91_CP005927.1"	"insertion_element_IS91"	"IS91"
"2552_tnpA_CTEG01000053.1"	"transposase"	"tnpA"
"2591_IS91_CP005927.1"	"insertion_element_IS91"	"IS91"
"2657_IS91_CP000503.1"	"insertion_element_IS91"	"IS91"
"2686_IS91_CP000514.1"	"insertion_element_IS91"	"IS91"
"625_IS91_CP001383.1"	"insertion_element_IS91"	"IS91"
"804_tnpA_CDAC01000059.1"	"transposase"	"tnpA"
"835_tnpA_CCYP01000076.1"	"transposase"	"tnpA"
"989_IS91_AEHZ01000076.1"	"insertion_element_IS91"	"IS91"
"504_IS91_AQBA01000034.1"	"insertion_element_IS91"	"IS91"
"2653_IS91_APYA01000055.1"	"insertion_element_IS91"	"IS91"
"1192_IS91_FO203503.1"	"insertion_element_IS91"	"IS91"
"1253_IS91_CP001087.1"	"insertion_element_IS91"	"IS91"
"1542_tnpA_AF492560.1"	"transposase"	"tnpA"
"1890_IS91_CP005188.1"	"insertion_element_IS91"	"IS91"
"2370_IS91_CP001349.1"	"insertion_element_IS91"	"IS91"
"2478_tnpA_AP012555.1"	"transposase"	"tnpA"
"2508_IS91_ASVO01000034.1"	"insertion_element_IS91"	"IS91"
"2578_tnpA_AY266269.1"	"transposase"	"tnpA"
"2678_IS91_CP001672.1"	"insertion_element_IS91"	"IS91"
"2716_tnpA_JX627737.1"	"transposase"	"tnpA"
"365_IS91_MLZI01000057.1"	"insertion_element_IS91"	"IS91"
"518_IS91_FO203503.1"	"insertion_element_IS91"	"IS91"
"845_IS91_FM177140.1"	"insertion_element_IS91"	"IS91"
"459_IS91_MLZI01000039.1"	"insertion_element_IS91"	"IS91"
"248_ColKP3_1__JN205800"	"plasmid"	"ColKP3"
"1177_tnpA_JN106167.1"	"transposase"	"tnpA"
"1217_IS91_CP003879.1"	"insertion_element_IS91"	"IS91"
"1268_tnpA_KJ488943.1"	"transposase"	"tnpA"
"1313_IS91_AQCN01000023.1"	"insertion_element_IS91"	"IS91"
"1339_IS91_CP009122.1"	"insertion_element_IS91"	"IS91"
"1401_IS91_CP000616.1"	"insertion_element_IS91"	"IS91"
"1421_IS91_CP000539.1"	"insertion_element_IS91"	"IS91"
"1450_tnpA_CP002290.1"	"transposase"	"tnpA"
"1467_tnpA_ACZD01000117.1"	"transposase"	"tnpA"
"1587_tnpA_AM286690.1"	"transposase"	"tnpA"
"1628_tnpA_CQBN01000015.1"	"transposase"	"tnpA"
"1762_tnpA_CPUZ01000016.1"	"transposase"	"tnpA"
"1790_tnpA_CWJI01000014.1"	"transposase"	"tnpA"
"1842_tnpA_CQER01000011.1"	"transposase"	"tnpA"
"1855_IS91_LN606600.1"	"insertion_element_IS91"	"IS91"
"1858_IS91_LN606600.1"	"insertion_element_IS91"	"IS91"
"1898_IS91_AP012547.1"	"insertion_element_IS91"	"IS91"
"1918_tnpA_ISSod34_AE014300.1"	"transposase"	"tnpA"
"2084_tnpA_CP000354.2"	"transposase"	"tnpA"
"2146_IS91_AGTS01000028.1"	"insertion_element_IS91"	"IS91"
"2221_tnpA_AM286690.1"	"transposase"	"tnpA"
"2291_IS91_CP002657.1"	"insertion_element_IS91"	"IS91"
"2334_tnpA_KF753688.1"	"transposase"	"tnpA"
"2386_tnpA_CQBM01000011.1"	"transposase"	"tnpA"
"2741_tnpA_CTKN01000016.1"	"transposase"	"tnpA"
"691_tnpA_CTIT01000004.1"	"transposase"	"tnpA"
"726_tnpA_CTEV01000041.1"	"transposase"	"tnpA"
"786_tnpA_CTIU01000047.1"	"transposase"	"tnpA"
"851_tnpA_CTJA01000058.1"	"transposase"	"tnpA"
"873_tnpA_CQAZ01000119.1"	"transposase"	"tnpA"
"216_IncFII(Serratia)_1_Serratia_NC_009829"	"plasmid"	"IncFII(Serratia)"
"1114_IS91_AELA02000034.1"	"insertion_element_IS91"	"IS91"
"1259_tnpA_JX469831.1"	"transposase"	"tnpA"
"1336_tnpA_CP001834.1"	"transposase"	"tnpA"
"1362_tnpA_KP893385.1"	"transposase"	"tnpA"
"1636_tnpA_ISSod1_AE014300.1"	"transposase"	"tnpA"
"2043_IS91_CP000356.1"	"insertion_element_IS91"	"IS91"
"2149_IS91_CP005084.1"	"insertion_element_IS91"	"IS91"
"2175_tnpA_AP012976.1"	"transposase"	"tnpA"
"2330_tnpA_AY780631.1"	"transposase"	"tnpA"
"2531_tnpA1-ISLL6_LT599053.1"	"transposase"	"tnpA1-ISLL6"
"2620_IS91_CP000690.1"	"insertion_element_IS91"	"IS91"
"2688_tnpA_HG322949.1"	"transposase"	"tnpA"
"2755_tnpA2-ISLL6_LT599053.1"	"transposase"	"tnpA2-ISLL6"
"2544_tnpA_AFNV02000029.1"	"transposase"	"tnpA"
"1197_tnpA_AY365117.2"	"transposase"	"tnpA"
"1205_IS91_CP002574.1"	"insertion_element_IS91"	"IS91"
"1436_tnpA_CP000353.2"	"transposase"	"tnpA"
"1472_tnpA_AQDS01000033.1"	"transposase"	"tnpA"
"1912_IS91_CP003989.2"	"insertion_element_IS91"	"IS91"
"2142_IS91_CP000724.1"	"insertion_element_IS91"	"IS91"
"327_IS91_LRKR01000133.1"	"insertion_element_IS91"	"IS91"
"887_IS91_AVWB01000057.1"	"insertion_element_IS91"	"IS91"
"952_IS91_CP003740.1"	"insertion_element_IS91"	"IS91"
"1237_tnpA_HE858529.1"	"transposase"	"tnpA"
"1406_IS91_ANZB01000012.1"	"insertion_element_IS91"	"IS91"
"2269_tnpA_AP010935.1"	"transposase"	"tnpA"
"2592_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"1188_IS91_MIIJ01000023.1"	"insertion_element_IS91"	"IS91"
"1201_tnpA_KU736874.1"	"transposase"	"tnpA"
"1277_IS91_CP002287.1"	"insertion_element_IS91"	"IS91"
"1428_IS91_CP002783.1"	"insertion_element_IS91"	"IS91"
"1696_IS91_CP000514.1"	"insertion_element_IS91"	"IS91"
"1845_IS91_CP012199.1"	"insertion_element_IS91"	"IS91"
"2148_IS91_CP002798.1"	"insertion_element_IS91"	"IS91"
"2294_IS91_CP002449.1"	"insertion_element_IS91"	"IS91"
"2342_tnpA_KU736877.1"	"transposase"	"tnpA"
"2396_tnpA_CPXB01000043.1"	"transposase"	"tnpA"
"2487_IS91_CP002527.1"	"insertion_element_IS91"	"IS91"
"2499_tnpA_13_CP014358.1"	"transposase"	"tnpA"
"2691_tnpA_KJ933392.1"	"transposase"	"tnpA"
"2726_IS91_CP001635.1"	"insertion_element_IS91"	"IS91"
"424_IS91_MKJR01000036.1"	"insertion_element_IS91"	"IS91"
"610_IS91_MIIV01000206.1"	"insertion_element_IS91"	"IS91"
"669_IS91_MKJQ01000023.1"	"insertion_element_IS91"	"IS91"
"683_IS91_CP013729.1"	"insertion_element_IS91"	"IS91"
"727_IS91_CP002657.1"	"insertion_element_IS91"	"IS91"
"751_IS91_CP000539.1"	"insertion_element_IS91"	"IS91"
"1054_IS91_AAUJ02000001.1"	"insertion_element_IS91"	"IS91"
"1092_tnpA_AMBZ01000002.1"	"transposase"	"tnpA"
"1190_tnpA_HG322949.1"	"transposase"	"tnpA"
"1507_tnpA_KU736877.1"	"transposase"	"tnpA"
"1573_tnpA_CP000352.1"	"transposase"	"tnpA"
"208_IncFII(pSE11)_1_pSE11_AP009242"	"plasmid"	"IncFII(pSE11)"
"2163_IS91_HG530068.1"	"insertion_element_IS91"	"IS91"
"2326_IS91_CYBT01000081.1"	"insertion_element_IS91"	"IS91"
"2394_IS91_CP001045.1"	"insertion_element_IS91"	"IS91"
"2681_IS91_AE005674.2"	"insertion_element_IS91"	"IS91"
"2685_IS91_CP000272.1"	"insertion_element_IS91"	"IS91"
"563_IS91_CP001918.1"	"insertion_element_IS91"	"IS91"
"615_IS91_CP000618.1"	"insertion_element_IS91"	"IS91"
"641_IS91_CP005973.1"	"insertion_element_IS91"	"IS91"
"792_tnpA_CP003505.2"	"transposase"	"tnpA"
"905_tnpA_CBZT010000036.1"	"transposase"	"tnpA"
"2715_tnpA1_KF743818.1"	"transposase"	"tnpA1"
"164_IncFII(S)_1__CP000858"	"plasmid"	"IncFII(S)"
"217_IncFII(pCoo)_1_pCoo_CR942285"	"plasmid"	"IncFII(pCoo)"
"220_IncFII(p14)_1_p14_JQ418538"	"plasmid"	"IncFII(p14)"
"246_Col(MG828)_1__NC_008486"	"plasmid"	"Col(MG828)"
"620_tnpA_JFCD01000189.1"	"transposase"	"tnpA"
"1130_qacEdelta_KR677151.1"	"qacEdelta"	"qacEdelta"
"1595_IS91_APXT01000056.1"	"insertion_element_IS91"	"IS91"
"171_IncFII_1__AY458016"	"plasmid"	"IncFII"
"1812_int3_HE858529.1"	"integrase"	"int3"
"1885_IS91_LRLA01000147.1"	"insertion_element_IS91"	"IS91"
"207_IncFII(pRSB107)_1_pRSB107_AJ851089"	"plasmid"	"IncFII(pRSB107)"
"2156_IS91_JJMB01000136.1"	"insertion_element_IS91"	"IS91"
"2450_tnpA_GU371929.1"	"transposase"	"tnpA"
"2519_IS91_LGMB01000189.1"	"insertion_element_IS91"	"IS91"
"2617_IS91_APJK01000252.1"	"insertion_element_IS91"	"IS91"
"2745_tnpA1-IS981_AY849557.2"	"transposase"	"tnpA1-IS981"
"546_IS91_AQDD01000044.1"	"insertion_element_IS91"	"IS91"
"867_IS91_APXT01000056.1"	"insertion_element_IS91"	"IS91"
"206_IncFII(pHN7A8)_1_pHN7A8_JN232517"	"plasmid"	"IncFII(pHN7A8)"
"2398_IS91_LGMY01000283.1"	"insertion_element_IS91"	"IS91"
"471_IS91_LRKH01000086.1"	"insertion_element_IS91"	"IS91"
"687_IS91_LGMY01000030.1"	"insertion_element_IS91"	"IS91"
"1600_IS91_AVDU01000025.1"	"insertion_element_IS91"	"IS91"
"221_IncFII(29)_1_pUTI89_CP003035"	"plasmid"	"IncFII(29)"
"1126_IS91_CP000035.1"	"insertion_element_IS91"	"IS91"
"1209_IS91_AHUG01000018.1"	"insertion_element_IS91"	"IS91"
"1899_IS91_AQEM01000001.1"	"insertion_element_IS91"	"IS91"
"2077_tnpA_KC958437.1"	"transposase"	"tnpA"
"222_IncFII_1_pSFO_AF401292"	"plasmid"	"IncFII"
"969_IS91_APZP01000164.1"	"insertion_element_IS91"	"IS91"
"1068_IS91_CP005966.1"	"insertion_element_IS91"	"IS91"
"1864_tnpA_AIFX01000023.1"	"transposase"	"tnpA"
"2158_IS91_CP000036.1"	"insertion_element_IS91"	"IS91"
"2224_tnpA_BX950851.1"	"transposase"	"tnpA"
"2314_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"2762_tnpA_CP009555.1"	"transposase"	"tnpA"
"456_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"651_tnpA_JGDD01000078.1"	"transposase"	"tnpA"
"685_IS91_LGME01000139.1"	"insertion_element_IS91"	"IS91"
"1366_Tn916-orf5_KC414929"	"Tn916"	"Tn916-orf5"
"1416_IS91_CP007448.1"	"insertion_element_IS91"	"IS91"
"1741_IS91_LRLA01000044.1"	"insertion_element_IS91"	"IS91"
"1843_IS91_CP005958.1"	"insertion_element_IS91"	"IS91"
"2047_IS91_CP005958.1"	"insertion_element_IS91"	"IS91"
"2422_IS91_CBZU010000001.1"	"insertion_element_IS91"	"IS91"
"2781_tnpA_CP009998.1"	"transposase"	"tnpA"
"163_IncR_1__DQ449578"	"plasmid"	"IncR"
"1635_tnpA_ISSod12_AE014300.1"	"transposase"	"tnpA"
"1034_intI1_KT334335.1"	"integrase"	"intI1"
"1887_IS91_CP002736.1"	"insertion_element_IS91"	"IS91"
"886_tnpA_3_CP014358.1"	"transposase"	"tnpA"
"2632_IS91_AVRH01000090.1"	"insertion_element_IS91"	"IS91"
"1270_tnpA_7_AMUG01000161.1"	"transposase"	"tnpA"
"2654_IS91_CXBV01000342.1"	"insertion_element_IS91"	"IS91"
"2751_tnpA_AKOO01000012.1"	"transposase"	"tnpA"
"159_IncW_1__EF633507"	"plasmid"	"IncW"
"2012_IS91_CU928162.2"	"insertion_element_IS91"	"IS91"
"2512_tnpA_AY509004.1"	"transposase"	"tnpA"
"878_tnpA_KU059995.1"	"transposase"	"tnpA"
"929_tnpA_CP009654.1"	"transposase"	"tnpA"
"1038_IS91_MIXK01000058.1"	"insertion_element_IS91"	"IS91"
"2054_IS91_AYGW02000085.1"	"insertion_element_IS91"	"IS91"
"2549_tnpA_AIGS01000013.1"	"transposase"	"tnpA"
"2571_tnpA_AIGK01000078.1"	"transposase"	"tnpA"
"2708_tnpA_KM877517.1"	"transposase"	"tnpA"
"972_IS91_CP001349.1"	"insertion_element_IS91"	"IS91"
"1481_tnpA_EU693239.1"	"transposase"	"tnpA"
"1725_IS91_AAXY01000043.1"	"insertion_element_IS91"	"IS91"
"1908_IS91_AVDU01000102.1"	"insertion_element_IS91"	"IS91"
"1935_IS91_CXEP01000655.1"	"insertion_element_IS91"	"IS91"
"2337_tnpA_AE014299.2"	"transposase"	"tnpA"
"499_intI1_JX486125.1"	"integrase"	"intI1"
"781_tnpA_3_AKNI01000033.1"	"transposase"	"tnpA"
"961_tnpA_JFCC01000030.1"	"transposase"	"tnpA"
"2254_tnpA_JNQU01000129.1"	"transposase"	"tnpA"
"2026_tnpA_CP001843.1"	"transposase"	"tnpA"
"2225_tnpA_JQ269335.1"	"transposase"	"tnpA"
"2317_IS91_CP000039.1"	"insertion_element_IS91"	"IS91"
"580_IS91_FN649418.1"	"insertion_element_IS91"	"IS91"
"686_IS91_CP000503.1"	"insertion_element_IS91"	"IS91"
"742_IS91_CP000891.1"	"insertion_element_IS91"	"IS91"
"250_Col(BS512)_1__NC_010656"	"plasmid"	"Col(BS512)"
"1325_Tn916-orf8_KC414929"	"Tn916"	"Tn916-orf8"
"1351_tnpA_JZEK01000012.1"	"transposase"	"tnpA"
"2355_tnpA3_HG916853.1"	"transposase"	"tnpA3"
"174_IncFII(Yp)_1_Yersenia_CP000670"	"plasmid"	"IncFII(Yp)"
"223_IncFII_1_pKP91_CP000966"	"plasmid"	"IncFII"
"1165_IS91_JMGQ01000001.1"	"insertion_element_IS91"	"IS91"
"2178_tnpA_CP003901.1"	"transposase"	"tnpA"
"636_tnpA_KP893385.1"	"transposase"	"tnpA"
"190_IncFII(Y)_1_ps_CP001049"	"plasmid"	"IncFII(Y)"
"1422_IS91_MIWD01000086.1"	"insertion_element_IS91"	"IS91"
"1545_tnpA_CP013054.1"	"transposase"	"tnpA"
"1619_int3_BA000030.4"	"integrase"	"int3"
"1896_IS91_AAOH01000001.1"	"insertion_element_IS91"	"IS91"
"2445_tnpA_delta3_EU219534.1"	"transposase"	"tnpA"
"2684_IS91_AQAX01000013.1"	"insertion_element_IS91"	"IS91"
"1793_intI1_KU736868.1"	"integrase"	"intI1"
"2280_qacEdelta_KJ620481.1"	"qacEdelta"	"qacEdelta"
"2233_tnpA_KP698941.1"	"transposase"	"tnpA"
"1502_tnpA_AKQH01000002.1"	"transposase"	"tnpA"
"2633_Tn916-orf19_KC414929"	"Tn916"	"Tn916-orf19"
"774_IS91_CP017447.1"	"insertion_element_IS91"	"IS91"
"881_tnpA_CAHS01000015.1"	"transposase"	"tnpA"
"962_IS91_CP000851.1"	"insertion_element_IS91"	"IS91"
"633_tnpA_AMTK01000088.1"	"transposase"	"tnpA"
"1087_tnpA_ISSod1_AE014300.1"	"transposase"	"tnpA"
"1685_IS91_CP000034.1"	"insertion_element_IS91"	"IS91"
"1709_tnpA_JFXZ01000009.1"	"transposase"	"tnpA"
"1927_qacEdelta_HQ170516.1"	"qacEdelta"	"qacEdelta"
"2349_tnpA_JEVW01000090.1"	"transposase"	"tnpA"
"2775_tnpA_FR719187.1"	"transposase"	"tnpA"
"2461_qacEdelta_HQ170510.1"	"qacEdelta"	"qacEdelta"
"2488_IS91_CP019240.1"	"insertion_element_IS91"	"IS91"
"1052_tnpA3_CP002367.1"	"transposase"	"tnpA3"
"1625_tnpA_JNRA01000043.1"	"transposase"	"tnpA"
"1653_qacEdelta_KT334335.1"	"qacEdelta"	"qacEdelta"
"1834_tnpA_ATNA01000084.1"	"transposase"	"tnpA"
"2798_tnpA_CP000042.1"	"transposase"	"tnpA"
"435_IS91_MSJT01000438.1"	"insertion_element_IS91"	"IS91"
"1086_tnpA_HQ185697.1"	"transposase"	"tnpA"
"1602_tnpA_4_KU665642.1"	"transposase"	"tnpA"
"1666_IS91_FCOK02000015.1"	"insertion_element_IS91"	"IS91"
"1728_istB3_LK391695.1"	"istB3"	"istB3"
"2577_tnpA_CPVL01000010.1"	"transposase"	"tnpA"
"2694_IS91_APXN01000134.1"	"insertion_element_IS91"	"IS91"
"2701_tnpA5_HE577054.1"	"transposase"	"tnpA5"
"513_tnpA_Tn3_JX127248.1"	"transposase"	"tnpA"
"1178_tnpA_AQCY01000032.1"	"transposase"	"tnpA"
"1774_tnpA_LC054839.1"	"transposase"	"tnpA"
"2150_IS91_CP000036.1"	"insertion_element_IS91"	"IS91"
"444_tnpA_AQAB01000114.1"	"transposase"	"tnpA"
"543_tnpA_APXN01000234.1"	"transposase"	"tnpA"
"2011_tnpA_JN106170.1"	"transposase"	"tnpA"
"2144_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"2410_qacEdelta_DQ401103.1"	"qacEdelta"	"qacEdelta"
"2453_tnpA_delta4_EU219534.1"	"transposase"	"tnpA"
"245_Col8282_1__DQ995353"	"plasmid"	"Col8282"
"502_IS91_MOIM01000174.1"	"insertion_element_IS91"	"IS91"
"1109_tnpA_CYFN01000093.1"	"transposase"	"tnpA"
"1626_tnpA_CP000633.1"	"transposase"	"tnpA"
"1866_tnpA_KJ933392.1"	"transposase"	"tnpA"
"1984_tnpA1_FR775255.1"	"transposase"	"tnpA1"
"2447_tnpA_KJ933392.1"	"transposase"	"tnpA"
"2474_Xis-Tn916_KC414929.1"	"Tn916"	"Xis-Tn916"
"869_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
"767_IS91_APXD01000215.1"	"insertion_element_IS91"	"IS91"
"876_tnpA_JFWY01000082.1"	"transposase"	"tnpA"
"2032_tnpA_JJLV01000020.1"	"transposase"	"tnpA"
"249_Col(IMGS31)_1__NC_011406"	"plasmid"	"Col(IMGS31)"
"2003_tnpA_CP016447.1"	"transposase"	"tnpA"
"2220_tnpA_CP006581.1"	"transposase"	"tnpA"
"2264_tniB_CCES01000002.1"	"tniB"	"tniB"
"2407_int2_CP003901.1"	"integrase"	"int2"
"618_IS91_LGMY01000029.1"	"insertion_element_IS91"	"IS91"
"253_Col(SD853)_1__NC_015392"	"plasmid"	"Col(SD853)"
"256_Col(Ye4449)_1__FJ696405"	"plasmid"	"Col(Ye4449)"
"752_tnpA_GU371927.1"	"transposase"	"tnpA"
"247_ColpVC_1__JX133088"	"plasmid"	"ColpVC"
"258_Col(BS512)_1__NC_010656"	"plasmid"	"Col(BS512)"
"259_Col(MP18)_1__NC_013652"	"plasmid"	"Col(MP18)"
"1117_tnpA_KJ933392.1"	"transposase"	"tnpA"
"1250_IS91_JRFO01000004.1"	"insertion_element_IS91"	"IS91"
"1671_tnpA_AE014299.2"	"transposase"	"tnpA"
"564_tnpA_KC958437.1"	"transposase"	"tnpA"
"1603_IS91_LGMW01000026.1"	"insertion_element_IS91"	"IS91"
"1158_tnpA_CQBP01000019.1"	"transposase"	"tnpA"
"1476_tnpA_CXZV01000027.1"	"transposase"	"tnpA"
"1633_tnpA_ISSod6_AE014300.1"	"transposase"	"tnpA"
"2587_IS91_HF680312.1"	"insertion_element_IS91"	"IS91"
"2588_IS91_APZX01000191.1"	"insertion_element_IS91"	"IS91"
"406_IS91_CP018710.1"	"insertion_element_IS91"	"IS91"
"827_IS91_AY879342.1"	"insertion_element_IS91"	"IS91"
"872_Tn916-orf6_KC414929"	"Tn916"	"Tn916-orf6"
"1230_IS91_APYZ01000007.1"	"insertion_element_IS91"	"IS91"
"1386_IS91_CP003060.1"	"insertion_element_IS91"	"IS91"
"1412_IS91_AKMX01000079.1"	"insertion_element_IS91"	"IS91"
"1451_IS91_AAMJ02000140.1"	"insertion_element_IS91"	"IS91"
"1454_IS91_CP003837.1"	"insertion_element_IS91"	"IS91"
